id_transaccion,id_cliente,numero_cuenta,nombre_cliente,apellido_cliente,edad,genero,lugar_registro,ingreso_mensual_cliente,ahorro_actual_cliente,fecha_hora,id_categoria,categoria_slug,categoria_nombre,macro_categoria,concepto,comercio,monto,monto_signo,tipo_movimiento,medio_operacion,moneda,buro_credito_score
d68fcf15-d717-48df-9478-22fc2b4d8db7,CLI-10002,MX-ACC-305041,Camila,Lopez Ramirez,20,F,Cancun,48313.75,12277.41,2026-02-28 12:47:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,651.0,-651.0,EGRESO,APP_MOVIL,MXN,673
6add1a80-c2c0-44b3-8c4d-0fefa42101c6,CLI-10078,MX-ACC-535165,Luis,Ramirez Rodriguez,37,M,Tijuana,19710.02,0.0,2026-02-28 13:10:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,5229.0,-5229.0,EGRESO,POS,MXN,588
ad6f8674-7379-4393-80ab-4dc5a72d0e47,CLI-10034,MX-ACC-906790,Carlos,Gonzalez Hernandez,40,M,Puebla,10476.99,0.0,2026-02-28 15:16:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,5238.49,5238.49,INGRESO,TRANSFERENCIA,MXN,809
a4b45022-5a97-43f7-9a2d-930431ac3104,CLI-10081,MX-ACC-434402,Ricardo,Gonzalez Sanchez,46,M,Guadalajara,19484.45,542.0,2026-02-28 15:45:00,2,supermercado,Supermercado,Alimentacion,Costco,Costco,1852.0,-1852.0,EGRESO,APP_MOVIL,MXN,654
852ca73d-60aa-448c-8054-0facd9965dd2,CLI-10015,MX-ACC-758271,Maria,Ramirez Perez,33,F,Tijuana,9832.6,1054.0,2026-02-28 15:46:00,35,otros,Otros,Otros,Mercado Libre,Mercado Libre,2196.0,-2196.0,EGRESO,EFECTIVO,MXN,819
6302c72c-4b98-496a-b008-a1ae4bdb8d1d,CLI-10097,MX-ACC-664262,Carlos,Flores Gonzalez,47,M,Puebla,9004.75,0.0,2026-02-28 16:51:00,19,videojuegos_consola,Videojuegos Consola,Ocio,PlayStation Network,PlayStation Network,359.0,-359.0,EGRESO,EFECTIVO,MXN,673
d821254a-451d-42ad-b43a-2cab6bf46eec,CLI-10015,MX-ACC-758271,Maria,Ramirez Perez,33,F,Tijuana,9832.6,1054.0,2026-02-28 17:48:00,27,salon_belleza,Salon de Belleza,Ocio,Salon de Belleza,Salon de Belleza,178.0,-178.0,EGRESO,POS,MXN,819
f0ab2c06-1915-41e0-ab89-b436f39109dc,CLI-10034,MX-ACC-906790,Carlos,Gonzalez Hernandez,40,M,Puebla,10476.99,0.0,2026-02-28 17:49:00,29,agua,Agua,Servicios,Agua,Agua,733.0,-733.0,EGRESO,EFECTIVO,MXN,809
dd549e71-29b1-4bfa-a93e-016bdb6d5b24,CLI-10099,MX-ACC-497710,Manuel,Gonzalez Lopez,35,NO_ESPECIFICADO,CDMX,14321.22,0.0,2026-02-28 18:02:00,2,supermercado,Supermercado,Alimentacion,Chedraui,Chedraui,2375.0,-2375.0,EGRESO,APP_MOVIL,MXN,592
e9aff7d3-24c5-4ab1-aedd-3811aae88187,CLI-10092,MX-ACC-799983,Valeria,Gonzalez Hernandez,54,F,Leon,10921.01,4148.35,2026-02-28 18:25:00,9,taxi,Taxi,Transporte,Uber,Uber,45.0,-45.0,EGRESO,TRANSFERENCIA,MXN,729
b496c4fa-9b8a-43c2-8de5-e5ba7e235fd7,CLI-10068,MX-ACC-318134,Lucia,Ramirez Flores,42,F,CDMX,31975.94,715.0,2026-02-28 18:46:00,35,otros,Otros,Otros,Mercado Libre,Mercado Libre,466.0,-466.0,EGRESO,APP_MOVIL,MXN,413
0b94e4db-3884-4469-8345-9c5767635256,CLI-10077,MX-ACC-258768,Daniela,Ramirez Sanchez,69,F,Tijuana,19857.52,9600.62,2026-02-28 19:23:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Flexi,Flexi,2098.0,-2098.0,EGRESO,APP_MOVIL,MXN,462
82e22697-91f0-4e26-a5b3-16464100d68d,CLI-10062,MX-ACC-746465,Luis,Gomez Sanchez,26,M,Puebla,10672.71,1163.0,2026-02-28 19:26:00,34,herramientas,Herramientas,Otros,Herramientas,Herramientas,1177.0,-1177.0,EGRESO,APP_MOVIL,MXN,628
12ce0c7f-83dd-49ee-aef0-403d15713cba,CLI-10024,MX-ACC-335362,Miguel,Gonzalez Flores,34,M,Monterrey,46765.82,0.0,2026-02-28 20:27:00,30,electricidad,Electricidad,Servicios,Electricidad,Electricidad,538.0,-538.0,EGRESO,APP_MOVIL,MXN,645
45a4c020-48a5-4e6e-8ff7-f9249f88eb3b,CLI-10011,MX-ACC-890180,Roberto,Sanchez Rodriguez,18,M,CDMX,14173.73,727.0,2026-02-28 20:44:00,13,farmacia,Farmacia,Salud,Farmacias Guadalajara,Farmacias Guadalajara,656.0,-656.0,EGRESO,EFECTIVO,MXN,632
50d87a4c-9f58-407a-8fe8-b48cc6557939,CLI-10079,MX-ACC-237717,Manuel,Hernandez Rodriguez,62,M,CDMX,18487.49,17437.32,2026-02-28 20:51:00,31,gas,Gas,Servicios,Gas,Gas,536.0,-536.0,EGRESO,APP_MOVIL,MXN,656
8f0220e4-37d4-48d6-8216-0506f215fb54,CLI-10071,MX-ACC-382247,Gabriela,Martinez Flores,50,F,Queretaro,11172.12,914.0,2026-02-28 21:45:00,31,gas,Gas,Servicios,Gas,Gas,428.0,-428.0,EGRESO,EFECTIVO,MXN,627
21361bbe-e6bc-4cc6-a768-1f0962580ee2,CLI-10081,MX-ACC-434402,Ricardo,Gonzalez Sanchez,46,M,Guadalajara,19484.45,542.0,2026-02-28 22:04:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,9742.23,9742.23,INGRESO,TRANSFERENCIA,MXN,654
ee4b79e6-475a-475b-be0d-2e1660708418,CLI-10003,MX-ACC-824839,Miguel,Martinez Gonzalez,37,M,Puebla,14515.74,18448.8,2026-02-28 22:26:00,9,taxi,Taxi,Transporte,Uber,Uber,59.0,-59.0,EGRESO,POS,MXN,663
f0574805-79d1-4fdc-9d5b-7ba98e0a00f0,CLI-10007,MX-ACC-589570,Javier,Flores Sanchez,58,M,Leon,58292.59,12243.1,2026-02-28 22:29:00,33,telefonia_movil,Telefonia Movil,Servicios,Movistar,Movistar,200.0,-200.0,EGRESO,TRANSFERENCIA,MXN,432
afa2b854-d762-46b3-86f1-c6c6be392986,CLI-10008,MX-ACC-318969,Sofia,Rodriguez Hernandez,54,F,Cancun,80306.42,24524.91,2026-02-28 23:13:00,15,renta,Renta,Vivienda,Renta,Renta,10357.0,-10357.0,EGRESO,EFECTIVO,MXN,654
6bc1f917-41a2-403e-9329-b636f449c58d,CLI-10064,MX-ACC-382762,Gabriela,Perez Lopez,36,F,Puebla,13450.55,15084.28,2026-03-01 00:31:00,13,farmacia,Farmacia,Salud,Farmacias del Ahorro,Farmacias del Ahorro,348.0,-348.0,EGRESO,EFECTIVO,MXN,400
c4dcc369-8ecb-45fe-b5ef-b42ec935fa47,CLI-10079,MX-ACC-237717,Manuel,Hernandez Rodriguez,62,M,CDMX,18487.49,17437.32,2026-03-01 00:55:00,9,taxi,Taxi,Transporte,Cabify,Cabify,38.0,-38.0,EGRESO,EFECTIVO,MXN,656
c78f4fdb-6f79-4e5d-97f4-2376332d88f7,CLI-10016,MX-ACC-654594,Andrea,Rodriguez Gomez,56,F,Tijuana,64206.88,0.0,2026-03-01 01:10:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,535.0,535.0,INGRESO,TRANSFERENCIA,MXN,840
788a5954-47dc-453a-9638-1b254c808936,CLI-10048,MX-ACC-374907,Javier,Flores Ramirez,39,M,CDMX,44341.05,204.0,2026-03-01 01:22:00,10,gasolina,Gasolina,Transporte,BP,BP,1297.0,-1297.0,EGRESO,TRANSFERENCIA,MXN,498
bf3d1d14-d944-4c8d-a430-6309e8c0566d,CLI-10075,MX-ACC-611411,Lucia,Perez Sanchez,18,F,Toluca,49788.48,1035.0,2026-03-01 01:35:00,33,telefonia_movil,Telefonia Movil,Servicios,Telcel,Telcel,499.0,-499.0,EGRESO,EFECTIVO,MXN,798
451ee3d8-98e1-494f-9eed-ec341ff8f2a7,CLI-10010,MX-ACC-642335,Carlos,Perez Gonzalez,59,M,Cancun,42017.74,38427.36,2026-03-01 02:00:00,32,internet_telefonia_hogar,Internet y Telefonia Hogar,Servicios,Izzi,Izzi,799.0,-799.0,EGRESO,EFECTIVO,MXN,427
d62c86c5-bd70-464c-8246-3b0669ae5e6f,CLI-10030,MX-ACC-178781,Camila,Hernandez Flores,33,F,Puebla,12454.87,0.0,2026-03-01 03:45:00,35,otros,Otros,Otros,Mercado Libre,Mercado Libre,540.0,-540.0,EGRESO,POS,MXN,684
898a319b-80b9-4318-bc7a-ca2f4c5025f9,CLI-10001,MX-ACC-754811,Valeria,Gonzalez Martinez,50,F,Guadalajara,16255.07,847.0,2026-03-01 03:59:00,3,comida_rapida,Comida Rapida,Alimentacion,Burger King,Burger King,1128.0,-1128.0,EGRESO,POS,MXN,744
42f59b90-c6be-4425-86f2-9f503686cc54,CLI-10012,MX-ACC-865313,Miguel,Gomez Perez,49,M,Guadalajara,23629.06,9635.54,2026-03-01 05:47:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,2461.0,2461.0,INGRESO,TRANSFERENCIA,MXN,841
61bd5360-3e5a-4ee7-b7f1-481ebd304dab,CLI-10001,MX-ACC-754811,Valeria,Gonzalez Martinez,50,F,Guadalajara,16255.07,847.0,2026-03-01 05:58:00,14,seguros,Seguros,Salud,GNP Seguros,GNP Seguros,1004.0,-1004.0,EGRESO,EFECTIVO,MXN,744
f34d2a6c-d72a-465a-a080-6f65eead1d00,CLI-10032,MX-ACC-249143,Sofia,Flores Rodriguez,22,F,Monterrey,32037.97,53348.46,2026-03-01 06:14:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,2336.0,-2336.0,EGRESO,APP_MOVIL,MXN,657
372b610f-9c36-4b7e-9d19-b86523ad03ba,CLI-10070,MX-ACC-954211,Alejandro,Lopez Sanchez,44,NO_ESPECIFICADO,Merida,40079.8,0.0,2026-03-01 07:14:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,20039.9,20039.9,INGRESO,TRANSFERENCIA,MXN,496
7154cfc8-a83f-407e-8a25-7c8a8e12fdaa,CLI-10053,MX-ACC-417267,Camila,Flores Hernandez,34,F,Leon,68723.81,0.0,2026-03-01 07:50:00,29,agua,Agua,Servicios,Agua,Agua,1111.0,-1111.0,EGRESO,APP_MOVIL,MXN,583
4a92c789-8e35-4a97-9870-983441e46cb6,CLI-10033,MX-ACC-365517,Alejandro,Rodriguez Hernandez,60,M,Monterrey,65762.54,1291.0,2026-03-01 09:14:00,2,supermercado,Supermercado,Alimentacion,Soriana,Soriana,2916.0,-2916.0,EGRESO,EFECTIVO,MXN,729
5e1b0ff4-19fd-4bbd-b1a4-0a3513c3bce3,CLI-10032,MX-ACC-249143,Sofia,Flores Rodriguez,22,F,Monterrey,32037.97,53348.46,2026-03-01 09:24:00,30,electricidad,Electricidad,Servicios,Electricidad,Electricidad,1430.0,-1430.0,EGRESO,EFECTIVO,MXN,657
f15e6a6c-aec8-4241-8af0-67c89b84c998,CLI-10053,MX-ACC-417267,Camila,Flores Hernandez,34,F,Leon,68723.81,0.0,2026-03-01 09:31:00,13,farmacia,Farmacia,Salud,Farmacias Guadalajara,Farmacias Guadalajara,196.0,-196.0,EGRESO,EFECTIVO,MXN,583
9325298d-475c-453d-8d09-6c0895f57725,CLI-10068,MX-ACC-318134,Lucia,Ramirez Flores,42,F,CDMX,31975.94,715.0,2026-03-01 09:41:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Capa de Ozono,Capa de Ozono,1181.0,-1181.0,EGRESO,APP_MOVIL,MXN,413
f62e3bc4-ad90-4436-9577-ffd483d1c3bf,CLI-10026,MX-ACC-457429,Camila,Perez Hernandez,42,F,Queretaro,12369.36,34366.88,2026-03-01 09:48:00,12,multas,Multas,Transporte,Multa de Transito,Multa de Transito,2234.0,-2234.0,EGRESO,TRANSFERENCIA,MXN,457
a8f33ac2-9e2e-41e6-8af6-af3dfea28c9f,CLI-10036,MX-ACC-514568,Lucia,Gonzalez Rodriguez,56,F,CDMX,26375.93,16354.18,2026-03-01 10:10:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Andrea,Andrea,636.0,-636.0,EGRESO,APP_MOVIL,MXN,667
85b2199c-b638-480e-9c79-3665d5ccb555,CLI-10025,MX-ACC-132097,Manuel,Flores Sanchez,53,M,Monterrey,41019.0,23289.91,2026-03-01 10:11:00,18,videojuegos,Videojuegos,Ocio,Epic Games Store,Epic Games Store,1766.0,-1766.0,EGRESO,POS,MXN,799
d4ddc428-91fd-4057-a47a-b4949467ce78,CLI-10002,MX-ACC-305041,Camila,Lopez Ramirez,20,F,Cancun,48313.75,12277.41,2026-03-01 10:28:00,12,multas,Multas,Transporte,Multa de Transito,Multa de Transito,2279.0,-2279.0,EGRESO,APP_MOVIL,MXN,673
50dbc8c0-ba27-48bd-b1a6-fa1eced30c33,CLI-10077,MX-ACC-258768,Daniela,Ramirez Sanchez,69,F,Tijuana,19857.52,9600.62,2026-03-01 11:26:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,9928.76,9928.76,INGRESO,TRANSFERENCIA,MXN,462
e1c6cf04-78d9-4f07-aa52-5456c20cd19e,CLI-10068,MX-ACC-318134,Lucia,Ramirez Flores,42,F,CDMX,31975.94,715.0,2026-03-01 11:42:00,22,ropa,Ropa,Ocio,Palacio de Hierro,Palacio de Hierro,2448.0,-2448.0,EGRESO,TRANSFERENCIA,MXN,413
878fb86a-40ad-416c-ab45-872a3378655e,CLI-10056,MX-ACC-191865,Juan,Flores Perez,38,M,Toluca,24913.14,623.0,2026-03-01 12:47:00,13,farmacia,Farmacia,Salud,Farmacias Guadalajara,Farmacias Guadalajara,649.0,-649.0,EGRESO,APP_MOVIL,MXN,745
8008e9a3-0f08-418a-8247-f25ca48cd0d6,CLI-10038,MX-ACC-252617,Miguel,Martinez Martinez,52,M,Cancun,27448.23,1274.0,2026-03-01 16:39:00,31,gas,Gas,Servicios,Gas,Gas,220.0,-220.0,EGRESO,EFECTIVO,MXN,543
8d9ca79c-83bc-4e6c-9014-2e80cb79d6f8,CLI-10009,MX-ACC-424767,Sofia,Sanchez Rodriguez,69,F,Tijuana,25569.06,4200.82,2026-03-01 17:58:00,23,zapatos_tacon,Zapatos de Tacon,Ocio,Andrea,Andrea,887.0,-887.0,EGRESO,APP_MOVIL,MXN,630
2d240aea-3387-4506-bcb7-430ca087441b,CLI-10046,MX-ACC-680466,Luis,Perez Rodriguez,26,M,Queretaro,16407.59,22277.93,2026-03-01 19:59:00,3,comida_rapida,Comida Rapida,Alimentacion,Burger King,Burger King,232.0,-232.0,EGRESO,TRANSFERENCIA,MXN,812
4edba2fd-2f30-478e-b746-0d4cda18f0b8,CLI-10003,MX-ACC-824839,Miguel,Martinez Gonzalez,37,M,Puebla,14515.74,18448.8,2026-03-01 22:15:00,22,ropa,Ropa,Ocio,Palacio de Hierro,Palacio de Hierro,1352.0,-1352.0,EGRESO,POS,MXN,663
e969c433-b954-4330-8b37-b249b309654f,CLI-10042,MX-ACC-390160,Juan,Flores Lopez,45,M,Toluca,38151.07,26041.29,2026-03-01 22:18:00,7,metro,Metro,Transporte,Metro,Metro,5.0,-5.0,EGRESO,EFECTIVO,MXN,786
e2c9b7c5-9b04-4468-8f26-7b7ff07c5bbf,CLI-10016,MX-ACC-654594,Andrea,Rodriguez Gomez,56,F,Tijuana,64206.88,0.0,2026-03-02 00:10:00,3,comida_rapida,Comida Rapida,Alimentacion,Little Caesars,Little Caesars,202.0,-202.0,EGRESO,APP_MOVIL,MXN,840
d18a909e-79c7-41f0-8892-f00e3b323d61,CLI-10047,MX-ACC-867214,Roberto,Gonzalez Flores,47,M,CDMX,49207.85,0.0,2026-03-02 00:39:00,18,videojuegos,Videojuegos,Ocio,Epic Games Store,Epic Games Store,1623.0,-1623.0,EGRESO,TRANSFERENCIA,MXN,518
2a605c50-aab5-47d6-b390-5ba0daf45a3a,CLI-10095,MX-ACC-234055,Juan,Lopez Sanchez,52,M,Cancun,16686.81,2178.78,2026-03-02 00:52:00,35,otros,Otros,Otros,Compras Fisicas,Compras Fisicas,254.0,-254.0,EGRESO,POS,MXN,558
adccb247-5d64-4df8-8350-7bfcf7a43cad,CLI-10049,MX-ACC-416076,Javier,Perez Hernandez,40,M,Puebla,38305.66,35605.9,2026-03-02 02:46:00,33,telefonia_movil,Telefonia Movil,Servicios,Movistar,Movistar,200.0,-200.0,EGRESO,APP_MOVIL,MXN,544
66fe1530-8148-48ed-a836-a6dd31ad3927,CLI-10037,MX-ACC-159163,Luis,Ramirez Perez,30,M,Puebla,54175.81,495.0,2026-03-02 03:04:00,26,barberia,Barberia,Ocio,Barberia,Barberia,413.0,-413.0,EGRESO,EFECTIVO,MXN,844
c4181427-1afb-4c45-8a4b-1c0f7ecd67ca,CLI-10089,MX-ACC-808662,Luis,Hernandez Flores,46,M,Leon,18862.85,0.0,2026-03-02 03:05:00,6,bus,Bus,Transporte,Bus,Bus,9.5,-9.5,EGRESO,APP_MOVIL,MXN,563
52ba2217-6d2b-42c3-8083-10de70d41324,CLI-10033,MX-ACC-365517,Alejandro,Rodriguez Hernandez,60,M,Monterrey,65762.54,1291.0,2026-03-02 03:15:00,19,videojuegos_consola,Videojuegos Consola,Ocio,Xbox Live,Xbox Live,959.0,-959.0,EGRESO,EFECTIVO,MXN,729
6486546f-6af0-4b52-abac-ed196f617756,CLI-10001,MX-ACC-754811,Valeria,Gonzalez Martinez,50,F,Guadalajara,16255.07,847.0,2026-03-02 03:51:00,27,salon_belleza,Salon de Belleza,Ocio,Salon de Belleza,Salon de Belleza,224.0,-224.0,EGRESO,APP_MOVIL,MXN,744
816b308b-3c7a-40b7-89fe-a2a6de2156e6,CLI-10093,MX-ACC-616142,Manuel,Martinez Rodriguez,40,M,Cancun,34754.58,72443.17,2026-03-02 04:36:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,2222.0,2222.0,INGRESO,TRANSFERENCIA,MXN,488
c13619b1-d64c-4af5-8180-ed2cc7506181,CLI-10090,MX-ACC-788281,Valeria,Martinez Gomez,50,F,Monterrey,15291.78,1367.0,2026-03-02 07:39:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,7645.89,7645.89,INGRESO,TRANSFERENCIA,MXN,736
c7932150-8cae-485a-b81f-278ee99652ac,CLI-10047,MX-ACC-867214,Roberto,Gonzalez Flores,47,M,CDMX,49207.85,0.0,2026-03-02 10:52:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,24603.92,24603.92,INGRESO,TRANSFERENCIA,MXN,518
ce6f5a1d-4b54-4b26-a108-9702ca899182,CLI-10080,MX-ACC-283675,Valeria,Hernandez Lopez,18,NO_ESPECIFICADO,CDMX,17140.21,0.0,2026-03-02 11:17:00,14,seguros,Seguros,Salud,GNP Seguros,GNP Seguros,2733.0,-2733.0,EGRESO,EFECTIVO,MXN,530
8a1f761a-f114-4326-9248-2a6d7e9555b5,CLI-10046,MX-ACC-680466,Luis,Perez Rodriguez,26,M,Queretaro,16407.59,22277.93,2026-03-02 11:37:00,22,ropa,Ropa,Ocio,Liverpool,Liverpool,1704.0,-1704.0,EGRESO,TRANSFERENCIA,MXN,812
eb3c6b64-32fc-49a9-8f0e-ec45f807cb3a,CLI-10094,MX-ACC-666074,Camila,Rodriguez Sanchez,43,F,Tijuana,25784.06,2121.64,2026-03-02 11:48:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Nomina,Nomina,12892.03,12892.03,INGRESO,TRANSFERENCIA,MXN,516
4e53a9cb-2b81-4b2f-855c-93162a529787,CLI-10066,MX-ACC-820801,Roberto,Gomez Perez,52,M,Guadalajara,17580.87,33460.93,2026-03-02 12:54:00,28,articulos_deportivos,Articulos Deportivos,Ocio,Innvictus,Innvictus,582.0,-582.0,EGRESO,TRANSFERENCIA,MXN,635
d03a8327-2b94-461a-a1bf-0aa65ab91ada,CLI-10037,MX-ACC-159163,Luis,Ramirez Perez,30,M,Puebla,54175.81,495.0,2026-03-02 13:21:00,22,ropa,Ropa,Ocio,Liverpool,Liverpool,1611.0,-1611.0,EGRESO,EFECTIVO,MXN,844
ca5bb343-8e59-4329-b4db-e0a07f956905,CLI-10067,MX-ACC-512498,Alejandro,Gomez Perez,46,M,Cancun,12011.16,5553.24,2026-03-02 13:48:00,26,barberia,Barberia,Ocio,Barberia,Barberia,498.0,-498.0,EGRESO,EFECTIVO,MXN,685
6c18c351-bfa5-433e-8cba-167bad2cdc75,CLI-10016,MX-ACC-654594,Andrea,Rodriguez Gomez,56,F,Tijuana,64206.88,0.0,2026-03-02 14:09:00,7,metro,Metro,Transporte,Metro,Metro,100.0,-100.0,EGRESO,EFECTIVO,MXN,840
f0653eb6-c920-44de-8572-bdfcdad876a0,CLI-10057,MX-ACC-572930,Andrea,Ramirez Perez,64,F,Puebla,23334.75,0.0,2026-03-02 15:16:00,25,maquillaje,Maquillaje,Ocio,NYX Cosmetics,NYX Cosmetics,895.0,-895.0,EGRESO,EFECTIVO,MXN,447
4aa751c5-302d-4890-bcdb-6ec36941fc28,CLI-10021,MX-ACC-566960,Juan,Martinez Rodriguez,45,M,Queretaro,31108.15,6208.9,2026-03-02 15:29:00,12,multas,Multas,Transporte,Multa de Transito,Multa de Transito,3200.0,-3200.0,EGRESO,APP_MOVIL,MXN,703
e225820e-4fa9-4fcb-a6fd-128f072f16e8,CLI-10002,MX-ACC-305041,Camila,Lopez Ramirez,20,F,Cancun,48313.75,12277.41,2026-03-02 15:37:00,14,seguros,Seguros,Salud,GNP Seguros,GNP Seguros,3412.0,-3412.0,EGRESO,EFECTIVO,MXN,673
b015f3a5-558a-4c74-8dde-e074ad85ef39,CLI-10038,MX-ACC-252617,Miguel,Martinez Martinez,52,M,Cancun,27448.23,1274.0,2026-03-02 15:44:00,14,seguros,Seguros,Salud,AXA Seguros,AXA Seguros,1984.0,-1984.0,EGRESO,APP_MOVIL,MXN,543
3dc8a16a-5ce1-4a42-9a30-642a23e6100f,CLI-10087,MX-ACC-705470,Lucia,Ramirez Perez,51,F,Merida,25156.71,33367.91,2026-03-02 16:33:00,24,bolsas,Bolsas,Ocio,Cloe,Cloe,1795.0,-1795.0,EGRESO,APP_MOVIL,MXN,486
3c9bebd2-dc47-4113-bc96-28723c58c215,CLI-10073,MX-ACC-415172,Gabriela,Gomez Gonzalez,42,F,Leon,14914.7,17679.32,2026-03-02 18:11:00,10,gasolina,Gasolina,Transporte,Oxxo Gas,Oxxo Gas,799.0,-799.0,EGRESO,EFECTIVO,MXN,755
692d2f44-01cb-41fb-b209-2d4ae1d322f4,CLI-10086,MX-ACC-618271,Roberto,Perez Perez,60,M,Queretaro,19953.39,0.0,2026-03-02 18:37:00,16,colegiatura,Colegiatura,Educacion,Colegiatura,Colegiatura,6719.0,-6719.0,EGRESO,TRANSFERENCIA,MXN,428
576646f0-66dd-4ec5-81e8-3776d9db316a,CLI-10022,MX-ACC-241564,Sofia,Ramirez Martinez,41,F,Queretaro,17031.96,706.0,2026-03-02 19:23:00,33,telefonia_movil,Telefonia Movil,Servicios,Telcel,Telcel,599.0,-599.0,EGRESO,EFECTIVO,MXN,498
7a54a7d7-cd6f-4245-9678-0582010b4690,CLI-10092,MX-ACC-799983,Valeria,Gonzalez Hernandez,54,F,Leon,10921.01,4148.35,2026-03-02 21:56:00,1,nomina_ingresos,Nomina / Ingresos,Ingreso,Transferencia Recibida,Transferencia Recibida,1315.0,1315.0,INGRESO,TRANSFERENCIA,MXN,729
0a005013-de5a-443c-9e0e-50a8a6865405,CLI-10039,MX-ACC-308124,Miguel,Martinez Hernandez,40,M,Merida,24789.45,63826.85,2026-03-02 23:43:00,35,otros,Otros,Otros,Compras Fisicas,Compras Fisicas,946.0,-946.0,EGRESO,EFECTIVO,MXN,408
4d048304-5a11-4ba0-9673-de6b6a40b291,CLI-10067,MX-ACC-512498,Alejandro,Gomez Perez,46,NO_ESPECIFICADO,Cancun,12011.16,5553.24,2026-03-03 00:16:00,26,barberia,Barberia,Ocio,Barberia,Barberia,270.0,-270.0,EGRESO,APP_MOVIL,MXN,685
d537cac0-d92f-42a6-b68a-461b4716cb88,CLI-10029,MX-ACC-546438,Miguel,Flores Rodriguez,64,NO_ESPECIFICADO,Queretaro,14760.12,659.0,2026-03-03 03:35:00,29,agua,Agua,Servicios,Agua,Agua,1210.0,-1210.0,EGRESO,POS,MXN,488
2bff0ea9-791c-4385-99ce-e39c0367901f,CLI-10057,MX-ACC-572930,Andrea,Ramirez Perez,64,F,Puebla,23334.75,0.0,2026-03-03 05:19:00,9,taxi,Taxi,Transporte,Uber,Uber,45.0,-45.0,EGRESO,EFECTIVO,MXN,447
d2ffb123-a7bd-476e-8cf0-ef87fd3f79f9,CLI-10050,MX-ACC-718362,Maria,Rodriguez Gomez,49,F,Monterrey,9960.63,0.0,2026-03-03 06:35:00,22,ropa,Ropa,Ocio,Liverpool,Liverpool,1719.0,-1719.0,EGRESO,TRANSFERENCIA,MXN,438
7994b765-d79b-4224-9254-4af9dd310d86,CLI-10080,MX-ACC-283675,Valeria,Hernandez Lopez,18,F,CDMX,17140.21,0.0,2026-03-03 07:32:00,17,streaming,Streaming,Ocio,Apple TV+,Apple TV+,129.0,-129.0,EGRESO,TRANSFERENCIA,MXN,530
9ba97b77-1407-4f14-b0bb-c3d001c3c65d,CLI-10019,MX-ACC-158871,Roberto,Gonzalez Gonzalez,19,M,Leon,32546.31,6071.1,2026-03-03 08:14:00,35,otros,Otros,Otros,Amazon,Amazon,1613.0,-1613.0,EGRESO,TRANSFERENCIA,MXN,560
e50cf5c7-a8f8-4a1a-b7c7-1c54adba8e26,CLI-10063,MX-ACC-984011,Lucia,Perez Perez,66,F,Queretaro,22496.28,32452.73,2026-03-03 09:23:00,33,telefonia_movil,Telefonia Movil,Servicios,Movistar,Movistar,299.0,-299.0,EGRESO,POS,MXN,593
ff3d0fab-01a9-4c41-857e-89d8c7d3736a,CLI-10068,MX-ACC-318134,Lucia,Ramirez Flores,42,F,CDMX,31975.94,715.0,2026-03-03 12:57:00,9,taxi,Taxi,Transporte,Uber,Uber,68.0,-68.0,EGRESO,EFECTIVO,MXN,413
c171efe9-94ff-406d-b702-1fac50c5f676,CLI-10029,MX-ACC-546438,Miguel,Flores Rodriguez,64,M,Queretaro,14760.12,659.0,2026-03-03 13:26:00,12,multas,Multas,Transporte,Multa de Transito,Multa de Transito,3109.0,-3109.0,EGRESO,APP_MOVIL,MXN,488
dd564ba1-aa69-4d50-8414-c1332f1d8bb3,CLI-10039,MX-ACC-308124,Miguel,Martinez Hernandez,40,M,Merida,24789.45,63826.85,2026-03-03 13:54:00,22,ropa,Ropa,Ocio,Liverpool,Liverpool,1256.0,-1256.0,EGRESO,EFECTIVO,MXN,408
56e1e584-911f-4367-9aea-964df1b9aefc,CLI-10044,MX-ACC-250159,Sofia,Hernandez Lopez,35,F,Tijuana,12635.6,0.0,2026-03-03 14:02:00,14,seguros,Seguros,Salud,Qualitas,Qualitas,2786.0,-2786.0,EGRESO,APP_MOVIL,MXN,542
